7c7a41,151.2496,-33.8465,2019.3,145.75,VOZ942  ,151.08
7c6b19,151.2005,-33.9966,60.96,68.41,JST459  ,347.85
7c6c2a,151.1333,-33.6951,2461.26,149.03,TGG677  ,162.32
7c6c75,151.1302,-33.9266,586.74,84.7,VOZ648  ,241.72
7c6db0,151.1845,-33.9788,7.62,74.16,QFA430  ,347.99
7c770d,151.2896,-33.8414,220.98,63.78,XSV     ,167.42
7c0373,151.1184,-33.7198,548.64,75.3,AYT     ,44.72
7c443f,151.3228,-33.7189,304.8,37.14,NRL     ,323.45
7c7a4c,151.1783,-33.955,None,72.99,VOZ841  ,346.55
7c7a41,151.2532,-33.852,2011.68,145.51,VOZ942  ,151.26
7c6b19,151.2005,-33.9966,60.96,68.41,JST459  ,347.85
7c6c2a,151.1362,-33.701,2446.02,149.19,TGG677  ,155.56
7c6c75,151.1265,-33.9283,609.6,85.89,VOZ648  ,240.98
7c6db0,151.1845,-33.9788,7.62,74.16,QFA430  ,347.99
7c770d,151.2903,-33.8443,220.98,64.28,XSV     ,169.86
7c0373,151.1212,-33.7174,556.26,75.66,AYT     ,45
7c443f,151.3218,-33.7177,335.28,36.25,NRL     ,325.41
7c7a4c,151.1783,-33.955,None,72.99,VOZ841  ,346.55
7c7a41,151.257,-33.8578,1996.44,145.96,VOZ942  ,151.36
7c6c2a,151.1457,-33.7121,2423.16,148.29,TGG677  ,138.23
7c6c75,151.1174,-33.9325,647.7,92.34,VOZ648  ,241.01
7c6db0,151.1845,-33.9788,7.62,74.16,QFA430  ,347.99
7c770d,151.2912,-33.8503,228.6,66.44,XSV     ,177.34
7c0373,151.1274,-33.7124,548.64,76.05,AYT     ,46.37
7c443f,151.3194,-33.7147,335.28,39.53,NRL     ,325.07
7c7a4c,151.1783,-33.955,None,72.99,VOZ841  ,346.55
7c7a41,151.2649,-33.8697,1965.96,145.75,VOZ942  ,151.08
7c6c2a,151.1506,-33.7161,2423.16,146.98,TGG677  ,134.15
7c6c75,151.113,-33.9346,655.32,96.04,VOZ648  ,240.83
7c6db0,151.1845,-33.9788,-99.06,66.88,QFA430  ,345
7c770d,151.2911,-33.8531,220.98,66.97,XSV     ,183.08
7c0373,151.1299,-33.7104,548.64,75.68,AYT     ,46.1
7c443f,151.3181,-33.7132,365.76,36.12,NRL     ,324.27
7c7a4c,151.1783,-33.955,None,72.99,VOZ841  ,346.55
7c7a41,151.2687,-33.8755,1950.72,145.75,VOZ942  ,151.08
7c6c2a,151.162,-33.725,2377.44,145.6,TGG677  ,133
7c6c75,151.1043,-33.9386,685.8,99.04,VOZ648  ,240.77
7cc47a,150.9978,-33.929,15.24,32.94,R1580   ,128.66
7c6db0,151.1845,-33.9788,None,66.88,QFA430  ,345
7c770d,151.2906,-33.8589,228.6,66.81,XSV     ,186.63
7c0373,151.1359,-33.7056,548.64,75.69,AYT     ,46.65
7c443f,151.316,-33.7106,426.72,38.1,NRL     ,325.45
7c7a4c,151.1783,-33.955,None,72.99,VOZ841  ,346.55
7c7a3b,151.1876,-33.9468,106.68,78.69,,348.69
7c7a41,151.2758,-33.8861,1920.24,145.55,VOZ942  ,150.81
7c6c2a,151.1689,-33.7304,2362.2,144.87,TGG677  ,132.99
7c6c75,151.0986,-33.9413,731.52,98.79,VOZ648  ,241.03
7cc47a,150.9992,-33.9301,30.48,34.57,R1580   ,126.53
7c6db0,151.1845,-33.9788,None,66.88,QFA430  ,345
7c770d,151.29,-33.8621,220.98,66.94,XSV     ,187.51
7c0373,151.1393,-33.703,548.64,75.69,AYT     ,46.65
7c443f,151.3147,-33.7091,426.72,40.44,NRL     ,323.28
7c7a4c,151.1783,-33.955,None,72.99,VOZ841  ,346.55
7c7a3b,151.1871,-33.9433,175.26,77.93,VOZ943  ,355.46
7c7a41,151.2801,-33.8925,1905,145.11,VOZ942  ,150.71
7c6c2a,151.174,-33.7344,2346.96,144.49,TGG677  ,133.12
7c6c75,151.0945,-33.9431,762,98.79,VOZ648  ,241.03
7cc47a,151.0009,-33.931,45.72,36.73,R1580   ,127.03
7c6db0,151.1845,-33.9788,-91.44,44.24,QFA430  ,348
7c770d,151.2896,-33.8651,228.6,67.16,XSV     ,185.27
7c0373,151.1419,-33.7008,548.64,76.04,AYT     ,45.82
7c443f,151.3134,-33.7077,426.72,40.13,NRL     ,323.86
7c7a4c,151.1783,-33.955,None,72.99,VOZ841  ,346.55
7c7a3b,151.1876,-33.9397,243.84,78.94,VOZ943  ,7.87
7c7a41,151.2839,-33.8982,1889.76,144.66,VOZ942  ,150.61
7c6c2a,151.1853,-33.7432,2324.1,147.03,TGG677  ,133.3
7c6c75,151.0854,-33.9474,838.2,99.48,VOZ648  ,240.92
7cc47a,151.0039,-33.9332,76.2,38.57,R1580   ,136.08
7c6db0,151.1845,-33.9788,-91.44,44.24,QFA430  ,348
7c770d,151.2892,-33.871,220.98,67.42,XSV     ,181.75
7c0373,151.1473,-33.6959,548.64,75.36,AYT     ,38.9
7c443f,151.3108,-33.7049,487.68,40.18,NRL     ,320.19
7c7a4c,151.1783,-33.955,None,72.99,VOZ841  ,346.55
7c7a3b,151.1908,-33.9329,335.28,84.46,VOZ943  ,27.97
7c7a41,151.2914,-33.9093,1859.28,144.41,VOZ942  ,150.79
7c6c2a,151.1907,-33.7475,2308.86,147.38,TGG677  ,133.44
7c6c75,151.0807,-33.9495,876.3,99.69,VOZ648  ,241.32
7cc47a,151.005,-33.9344,99.06,38.67,R1580   ,146.94
7c6db0,151.1845,-33.9788,-91.44,44.24,QFA430  ,348
7c770d,151.2892,-33.8735,220.98,67.91,XSV     ,179.13
7c0373,151.1495,-33.6935,548.64,75.31,AYT     ,36.95
7c671b,150.9941,-33.9268,-30.48,40.96,UNH     ,122.69
7c443f,151.3095,-33.7036,487.68,40.9,NRL     ,320.1
7c7a4c,151.1783,-33.955,None,72.99,VOZ841  ,346.55
7c7a3b,151.1931,-33.9297,365.76,87.2,VOZ943  ,32.47
7c7a41,151.2948,-33.9142,1851.66,144.41,VOZ942  ,150.79
7c6c2a,151.1973,-33.7528,2286,147.73,TGG677  ,133.59
7c6c75,151.0747,-33.9523,929.64,99.24,VOZ648  ,241.18
7cc47a,151.0059,-33.9366,129.54,41.93,R1580   ,173.66
7c6db0,151.1845,-33.9788,-91.44,44.24,QFA430  ,348
7c770d,151.2895,-33.8776,220.98,67.67,XSV     ,174.77
7c0373,151.1524,-33.6903,548.64,75.63,AYT     ,37.26
7c671b,150.9964,-33.9283,0,33.75,UNH     ,127.57
7c443f,151.3077,-33.7018,487.68,43.47,NRL     ,320.28
7c7a4c,151.1783,-33.955,None,72.99,VOZ841  ,346.55
7c7a3b,151.1964,-33.9256,403.86,92.74,VOZ943  ,33.69
7c7a41,151.2993,-33.9211,1828.8,143.71,VOZ942  ,150.87
7c6c2a,151.2083,-33.7616,2255.52,146.26,TGG677  ,133.86
7c6c75,151.0659,-33.9564,1013.46,98.09,VOZ648  ,241.15
7cc47a,151.0049,-33.9405,167.64,46.96,R1580   ,204.6
7c6db0,151.1845,-33.9788,-91.44,44.24,QFA430  ,348
7c770d,151.2899,-33.8832,190.5,68.49,XSV     ,177.42
7c671b,150.9994,-33.9305,30.48,37.77,UNH     ,127.81
7c443f,151.305,-33.6989,548.64,41.3,NRL     ,320.56
7c7a4c,151.1783,-33.955,None,72.99,VOZ841  ,346.55
7c7a3b,151.2024,-33.9186,457.2,100.84,VOZ943  ,36.29
7c7a41,151.3063,-33.9316,1805.94,143.71,VOZ942  ,150.87
7c6c2a,151.2137,-33.7659,2240.28,146.26,TGG677  ,133.86
7c6c75,151.0612,-33.9585,1066.8,96.69,VOZ648  ,241.39
7cc47a,151.0039,-33.942,175.26,47.67,R1580   ,209.05
7c6db0,151.1845,-33.9788,-91.44,44.24,QFA430  ,348
7c770d,151.2899,-33.8862,160.02,69.17,XSV     ,184.69
7c671b,151.0011,-33.9315,38.1,40.97,UNH     ,125.29
7c443f,151.3035,-33.6974,548.64,39.39,NRL     ,319.24
7c7a4c,151.1783,-33.955,None,72.99,VOZ841  ,346.55
7c7a3b,151.2053,-33.9154,502.92,103.71,VOZ943  ,36.53
7c7a41,151.31,-33.9371,1790.7,143.91,VOZ942  ,151.14
7c6c2a,151.2256,-33.7755,2209.8,146.99,TGG677  ,133.87
7c6c75,151.052,-33.9626,1143,97.11,VOZ648  ,242.21
7cc47a,151.0005,-33.9458,220.98,49.41,R1580   ,231.34
7c6db0,151.1845,-33.9788,-91.44,44.24,QFA430  ,348
7c770d,151.2885,-33.8909,114.3,67.28,XSV     ,203.43
7c671b,151.0049,-33.9335,76.2,40.67,UNH     ,124.7
